総合順位	No.	氏名	カナ	年齢	性別	総合記録	ラン1ラップ	R1順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ラン2ラップ	R2順	年代区分	年代順位
336	1566	深堀 翔貴	ﾌｶﾎﾘ ｼｮｳｷ	28	男	2:29:25	0:05:59	64	0:02:10	192	1:17:15	324	1:25:24	267	0:02:44	226	1:01:17	415	男子25-29歳	14
337	1662	村松 隼人	ﾑﾗﾏﾂ ﾊﾔﾄ	37	男	2:29:31	0:06:42	190	0:02:13	216	1:15:34	266	1:24:29	242	0:02:24	147	1:02:38	443	男子35-39歳	38
338	1303	佐々木 貴範	ｻｻｷ ﾀｶﾉﾘ	42	男	2:29:35	0:07:02	281	0:02:23	275	1:19:56	425	1:29:21	397	0:03:35	464	0:56:39	291	男子40-44歳	56
339	1102	岩館 徹	ｲﾜﾀﾞﾃ ﾄｵﾙ	40	男	2:29:36	0:07:19	348	0:02:22	265	1:18:45	384	1:28:26	371	0:03:17	381	0:57:53	324	男子40-44歳	57
340	1620	松澤 誠司	ﾏﾂｻﾞﾜ ｾｲｼﾞ	46	男	2:29:46	0:07:56	501	0:02:24	282	1:18:01	364	1:28:21	368	0:02:28	159	0:58:57	354	男子45-49歳	68
341	1039	池田 征央	ｲｹﾀﾞ ﾕｷｵ	48	男	2:29:49	0:08:24	576	0:02:18	242	1:09:11	97	1:19:53	136	0:04:03	551	1:05:53	500	男子45-49歳	69
342	1638	溝河 洋	ﾐｿﾞｶﾜ ﾋﾛｼ	43	男	2:29:50	0:07:48	471	0:01:52	98	1:17:37	346	1:27:17	335	0:02:01	68	1:00:32	394	男子40-44歳	58
343	1167	小椋 尚之	ｵｸﾞﾗ ﾅｵﾕｷ	40	男	2:29:53	0:06:53	245	0:02:54	463	1:22:37	497	1:32:24	472	0:05:50	658	0:51:39	157	男子40-44歳	59
344	1641	南 章行	ﾐﾅﾐ ｱｷﾕｷ	45	男	2:29:53	0:07:46	453	0:02:11	200	1:14:32	235	1:24:29	241	0:02:50	260	1:02:34	441	男子45-49歳	70
345	1634	水島 裕太	ﾐｽﾞｼﾏ ﾕｳﾀ	33	男	2:29:53	0:07:01	277	0:01:48	84	1:23:47	512	1:32:36	475	0:02:20	133	0:54:57	247	男子30-34歳	33
346	1649	三宅 大功	ﾐﾔｹ ﾋﾛﾉﾘ	49	男	2:29:55	0:08:19	562	0:03:34	606	1:12:51	187	1:24:44	250	0:04:17	580	1:00:54	405	男子45-49歳	71
347	1546	林 智広	ﾊﾔｼ ﾄﾓﾋﾛ	27	男	2:29:56	0:06:00	71	0:02:04	161	1:19:48	420	1:27:52	351	0:02:24	147	0:59:40	374	男子25-29歳	15
348	1548	早野 陽人	ﾊﾔﾉ ｱｷﾋﾄ	42	男	2:30:03	0:07:44	446	0:03:26	592	1:15:31	265	1:26:41	310	0:03:55	527	0:59:27	367	男子40-44歳	60
349	1368	スッター マティアス	ｽｯﾀｰ ﾏﾃｨｱｽ	46	男	2:30:10	0:07:09	311	0:02:43	407	1:11:02	144	1:20:54	162	0:03:55	527	1:05:21	490	男子45-49歳	72
350	1636	水谷 耕久	ﾐｽﾞﾀﾆ ﾔｽﾋｻ	47	男	2:30:17	0:07:16	334	0:03:14	545	1:14:32	235	1:25:02	256	0:02:55	288	1:02:20	435	男子45-49歳	73
351	1610	巻島 大郎	ﾏｷｼﾏ ﾀﾛｳ	54	男	2:30:22	0:06:47	223	0:02:50	443	1:23:52	515	1:33:29	500	0:03:15	365	0:53:38	207	男子50-54歳	45
352	1334	篠原 大吉	ｼﾉﾊﾗ ﾀﾞｲｷﾁ	27	男	2:30:22	0:07:35	409	0:03:21	572	1:17:53	360	1:28:49	383	0:03:31	453	0:58:02	333	男子25-29歳	16
353	1697	山根 啓	ﾔﾏﾈ ｻﾄｼ	49	男	2:30:25	0:07:11	315	0:02:27	303	1:16:55	312	1:26:33	301	0:02:54	282	1:00:58	408	男子45-49歳	74
354	1478	長島 哲男	ﾅｶﾞｼﾏ ﾃﾂｵ	52	男	2:30:28	0:08:39	600	0:02:49	435	1:16:24	293	1:27:52	351	0:02:36	194	1:00:00	382	男子50-54歳	46
355	1623	松島 征吾	ﾏﾂｼﾏ ｾｲｺﾞ	47	男	2:30:29	0:07:17	342	0:02:16	233	1:20:33	444	1:30:06	418	0:02:55	288	0:57:28	307	男子45-49歳	75
356	1372	瀬尾 和彦	ｾｵ ｶｽﾞﾋｺ	28	男	2:30:37	0:07:25	374	0:02:26	296	1:20:35	447	1:30:26	431	0:02:19	127	0:57:52	322	男子25-29歳	17
357	1195	加峰 裕昭	ｶﾌﾞ ﾋﾛｱｷ	49	男	2:30:37	0:06:50	235	0:02:00	130	1:17:32	344	1:26:22	294	0:02:02	71	1:02:13	431	男子45-49歳	76
358	1150	大森 寛之	ｵｵﾓﾘ ﾋﾛﾕｷ	36	男	2:30:41	0:07:27	383	0:02:30	322	1:22:20	487	1:32:17	471	0:03:23	414	0:55:01	251	男子35-39歳	39
359	1126	大串 翔太	ｵｵｸﾞｼ ｼｮｳﾀ	33	男	2:30:44	0:06:56	254	0:02:11	200	1:11:42	162	1:20:49	158	0:02:56	294	1:06:59	510	男子30-34歳	34
360	1313	佐藤 寿洋	ｻﾄｳ ﾄｼﾋﾛ	37	男	2:30:44	0:07:20	352	0:02:09	188	1:20:53	456	1:30:22	429	0:02:10	90	0:58:12	337	男子35-39歳	40
361	1732	渡辺 俊作	ﾜﾀﾅﾍﾞ ｼｭﾝｻｸ	42	男	2:30:44	0:06:57	258	0:02:11	200	1:18:36	379	1:27:44	345	0:03:40	490	0:59:20	365	男子40-44歳	61
362	1224	木塚 大悟	ｷﾂﾞｶ ﾀﾞｲｺﾞ	42	男	2:30:46	0:08:40	602	0:02:45	418	1:12:54	189	1:24:19	237	0:03:38	482	1:02:49	448	男子40-44歳	62
363	1441	辻 昇吾	ﾂｼﾞ ｼｮｳｺﾞ	34	男	2:30:50	0:07:41	436	0:02:11	200	1:19:18	401	1:29:10	390	0:02:35	187	0:59:05	358	男子30-34歳	35
364	1695	山田 泰寛	ﾔﾏﾀﾞ ﾔｽﾋﾛ	26	男	2:30:56	0:06:42	197	0:02:46	425	1:14:36	241	1:24:04	230	0:03:26	435	1:03:26	458	男子25-29歳	18
365	1124	大木 唯弘	ｵｵｷ ﾀﾀﾞﾋﾛ	61	男	2:31:09	0:07:42	438	0:02:36	375	1:20:38	448	1:30:56	441	0:03:13	356	0:57:00	300	男子60-64歳	5
366	1266	小海 信哉	ｺｶｲ ﾉﾌﾞﾔ	48	男	2:31:17	0:07:28	387	0:02:32	335	1:20:19	441	1:30:19	426	0:02:34	181	0:58:24	341	男子45-49歳	77
367	1806	Christie Jason		47	男	2:31:21	0:08:23	575	0:02:40	395	1:20:12	437	1:31:15	450	0:02:41	211	0:57:25	306	男子45-49歳	78
368	1014	浅井 翔	ｱｻｲ ｼｮｳ	32	男	2:31:22	0:07:07	302	0:02:33	349	1:16:05	283	1:25:45	274	0:03:40	490	1:01:57	423	男子30-34歳	36
369	1220	北岸 郁雄	ｷﾀｷﾞｼ ｲｸｵ	51	男	2:31:23	0:07:48	463	0:03:31	602	1:15:21	260	1:26:40	308	0:03:56	532	1:00:47	400	男子50-54歳	47
370	1502	並木 規充	ﾅﾐｷ ﾉﾘﾐﾂ	46	男	2:31:23	0:07:00	273	0:02:12	209	1:21:04	459	1:30:16	424	0:03:03	323	0:58:04	334	男子45-49歳	79
371	1315	佐藤 寛明	ｻﾄｳ ﾋﾛｱｷ	38	男	2:31:24	0:07:01	275	0:02:03	151	1:25:07	537	1:34:11	511	0:02:49	252	0:54:24	230	男子35-39歳	41
372	1033	井川 航一	ｲｶﾜ ｺｳｲﾁ	30	男	2:31:28	0:07:54	494	0:02:22	265	1:22:00	478	1:32:16	469	0:02:46	237	0:56:26	283	男子30-34歳	37
373	1269	小清水 丈久	ｺｼﾐｽﾞ ﾄﾓﾋｻ	41	男	2:31:31	0:07:35	413	0:02:47	427	1:16:38	300	1:27:00	319	0:04:23	589	1:00:08	385	男子40-44歳	63
374	1776	山口 海一郎	ﾔﾏｸﾞﾁ ｶｲｲﾁﾛｳ	19	男	2:31:34	0:06:52	243	0:02:55	469	1:22:16	483	1:32:03	465	0:03:02	315	0:56:29	284	男子24歳以下	52
375	1687	山崎 武	ﾔﾏｻｷ ﾀｹｼ	47	男	2:31:34	0:07:46	451	0:02:27	303	1:20:08	434	1:30:21	428	0:02:37	197	0:58:36	343	男子45-49歳	80
376	1513	西成田 彰	ﾆｼﾅﾘﾀ ｱｷﾗ	29	男	2:31:37	0:08:22	571	0:03:16	553	1:17:19	330	1:28:57	387	0:02:56	294	0:59:44	375	男子25-29歳	19
377	1541	濱谷 亮太	ﾊﾏﾀﾆ ﾘｮｳﾀ	28	男	2:31:39	0:07:05	296	0:02:48	430	1:24:13	521	1:34:06	509	0:03:41	495	0:53:52	214	男子25-29歳	20
378	1314	佐藤 朋彦	ｻﾄｳ ﾄﾓﾋｺ	49	男	2:31:41	0:07:45	448	0:03:10	533	1:14:15	220	1:25:10	262	0:03:36	467	1:02:55	451	男子45-49歳	81
379	1267	古川 力丈	ｺｶﾞﾜ ﾘｷﾀｹ	38	男	2:31:52	0:06:57	258	0:02:28	311	1:25:36	549	1:35:01	524	0:02:30	163	0:54:21	228	男子35-39歳	42
380	1040	池松 龍介	ｲｹﾏﾂ ﾘｮｳｽｹ	40	男	2:31:53	0:06:55	253	0:01:46	79	1:24:21	524	1:33:02	483	0:02:15	109	0:56:36	288	男子40-44歳	64
381	1745	清久 慶一	ｷﾖｸ ｹｲｲﾁ	53	男	2:31:56	0:07:04	292	0:03:32	603	1:15:34	266	1:26:10	286	0:03:24	421	1:02:22	437	男子50-54歳	48
382	1691	山嶋 雅樹	ﾔﾏｼﾏ ﾏｻｷ	51	男	2:32:02	0:07:06	298	0:02:57	483	1:20:46	453	1:30:49	439	0:04:48	620	0:56:25	282	男子50-54歳	49
383	1599	堀内 英仁	ﾎﾘｳﾁ ﾋﾃﾞﾋﾄ	36	男	2:32:03	0:06:23	132	0:02:12	209	1:20:12	437	1:28:47	380	0:02:17	117	1:00:59	409	男子35-39歳	43
384	1563	廣瀬 悠仁	ﾋﾛｾ ﾕｳｼﾞﾝ	28	男	2:32:10	0:06:45	211	0:01:47	80	1:25:34	548	1:34:06	509	0:01:50	40	0:56:14	276	男子25-29歳	21
385	1206	川合 健太	ｶﾜｲ ｹﾝﾀ	31	男	2:32:18	0:06:20	123	0:03:23	578	1:25:18	539	1:35:01	524	0:03:59	539	0:53:18	200	男子30-34歳	38
386	1367	須田 洋之	ｽﾀﾞ ﾋﾛﾕｷ	57	男	2:32:26	0:08:35	595	0:03:24	585	1:19:11	398	1:31:10	448	0:05:26	648	0:55:50	268	男子55-59歳	33
387	1345	末吉 衛	ｽｴﾖｼ ﾏﾓﾙ	54	男	2:32:28	0:07:46	451	0:02:52	450	1:17:21	334	1:27:59	355	0:03:03	323	1:01:26	417	男子50-54歳	50
388	1672	森山 光春	ﾓﾘﾔﾏ ﾐﾂﾊﾙ	58	男	2:32:41	0:07:09	308	0:03:39	614	1:18:06	365	1:28:54	385	0:03:40	490	1:00:07	384	男子55-59歳	34
389	1291	佐伯 瞭真	ｻｴｷ ﾘｮｳﾏ	28	男	2:32:44	0:07:47	462	0:03:13	542	1:14:09	218	1:25:09	261	0:02:42	217	1:04:53	486	男子25-29歳	22
390	1311	佐藤 大	ｻﾄｳ ﾀﾞｲ	44	男	2:32:46	0:07:59	510	0:02:55	469	1:15:01	255	1:25:55	277	0:02:58	300	1:03:53	468	男子40-44歳	65
391	1316	佐藤 浩史	ｻﾄｳ ﾋﾛｼ	52	男	2:32:51	0:08:34	592	0:03:00	498	1:17:29	340	1:29:03	388	0:03:26	435	1:00:22	389	男子50-54歳	51
392	1176	影山 健二	ｶｹﾞﾔﾏ ｹﾝｼﾞ	50	男	2:32:51	0:08:16	558	0:02:47	427	1:16:16	290	1:27:19	337	0:03:27	438	1:02:05	428	男子50-54歳	52
393	1464	内藤 秀治郎	ﾅｲﾄｳ ﾋﾃﾞｼﾞﾛｳ	51	男	2:32:51	0:06:42	194	0:02:32	335	1:20:47	454	1:30:01	414	0:03:15	365	0:59:35	371	男子50-54歳	53
394	1160	荻野 正	ｵｷﾞﾉ ﾀﾀﾞｼ	60	男	2:33:00	0:07:41	435	0:02:34	360	1:22:12	482	1:32:27	473	0:03:36	467	0:56:57	299	男子60-64歳	6
395	1308	佐藤 光剛	ｻﾄｳ ｱｷﾖｼ	34	男	2:33:10	0:07:13	325	0:02:33	349	1:16:27	294	1:26:13	287	0:02:48	245	1:04:09	475	男子30-34歳	39
396	1211	川西 大介	ｶﾜﾆｼ ﾀﾞｲｽｹ	44	男	2:33:14	0:07:57	502	0:02:18	242	1:21:53	475	1:32:08	467	0:03:18	385	0:57:48	319	男子40-44歳	66
397	1473	中澤 肇	ﾅｶｻﾞﾜ ﾊｼﾞﾒ	56	男	2:33:15	0:08:26	581	0:03:01	502	1:14:40	245	1:26:07	284	0:04:10	561	1:02:58	452	男子55-59歳	35
398	1237	木村 俊夫	ｷﾑﾗ ﾄｼｵ	36	男	2:33:22	0:07:02	282	0:01:49	89	1:20:55	457	1:29:46	408	0:02:23	141	1:01:13	412	男子35-39歳	44
399	1723	若生 知宏	ﾜｶｲｷ ﾄﾓﾋﾛ	27	男	2:33:27	0:07:46	455	0:02:39	390	1:19:05	393	1:29:30	402	0:02:32	169	1:01:25	416	男子25-29歳	23
400	1327	沢田 昭夫	ｻﾜﾀﾞ ｱｷｵ	50	男	2:33:39	0:07:40	431	0:02:21	257	1:10:28	127	1:20:29	150	0:03:00	308	1:10:10	551	男子50-54歳	54
401	1746	麻生 次郎	ｱｿｳ ｼﾞﾛｳ	55	男	2:33:46	0:07:43	443	0:03:00	498	1:16:49	304	1:27:32	341	0:03:39	484	1:02:35	442	男子55-59歳	36
402	1062	井田 茂人	ｲﾀﾞ ｼｹﾞﾄ	48	男	2:33:48	0:07:52	487	0:02:21	257	1:16:52	308	1:27:05	323	0:03:17	381	1:03:26	458	男子45-49歳	82
403	1401	竹内 龍之介	ﾀｹｳﾁ ﾘｭｳﾉｽｹ	48	男	2:33:56	0:07:35	412	0:02:07	176	1:17:18	329	1:27:00	319	0:02:29	161	1:04:27	479	男子45-49歳	83
404	1189	金田 直一	ｶﾅﾀﾞ ﾅｵｶｽﾞ	54	男	2:34:02	0:08:24	578	0:03:13	542	1:14:52	251	1:26:29	299	0:06:20	661	1:01:13	412	男子50-54歳	55
405	1621	松澤 弘	ﾏﾂｻﾞﾜ ﾋﾛｼ	55	男	2:34:03	0:07:04	294	0:02:32	335	1:22:05	479	1:31:41	459	0:03:43	498	0:58:39	348	男子55-59歳	37
406	1790	松本 宗大	ﾏﾂﾓﾄ ｿｳﾀ	20	男	2:34:06	0:06:06	86	0:01:43	66	1:17:31	343	1:25:20	265	0:02:18	123	1:06:28	504	男子24歳以下	53
407	1377	関屋 宏昭	ｾｷﾔ ﾋﾛｱｷ	60	男	2:34:09	0:08:07	534	0:03:15	551	1:19:58	426	1:31:20	452	0:03:28	442	0:59:21	366	男子60-64歳	7
408	1016	朝倉 茂行	ｱｻｸﾗ ｼｹﾞﾕｷ	51	男	2:34:11	0:07:57	502	0:02:23	275	1:24:43	531	1:35:03	527	0:03:36	467	0:55:32	259	男子50-54歳	56
409	1418	田中 敬也	ﾀﾅｶ ﾀｶﾔ	50	男	2:34:14	0:07:32	399	0:02:55	469	1:21:07	462	1:31:34	456	0:03:43	498	0:58:57	354	男子50-54歳	57
410	1232	君塚 尚士	ｷﾐﾂﾞｶ ﾋｻｼ	55	男	2:34:16	0:07:42	440	0:02:36	375	1:14:15	220	1:24:33	243	0:02:51	265	1:06:52	507	男子55-59歳	38
411	1289	齋藤 義和	ｻｲﾄｳ ﾖｼｶｽﾞ	44	男	2:34:26	0:07:42	441	0:03:03	508	1:19:28	408	1:30:13	422	0:03:12	352	1:01:01	410	男子40-44歳	67
412	1446	角田 暁潮	ﾂﾉﾀﾞ ｱｷｵ	50	男	2:34:28	0:09:15	648	0:03:07	523	1:19:18	401	1:31:40	458	0:03:02	315	0:59:46	377	男子50-54歳	58
413	1656	宮森 宏和	ﾐﾔﾓﾘ ﾋﾛｶｽﾞ	47	男	2:34:29	0:07:11	319	0:02:56	480	1:17:54	361	1:28:01	357	0:03:25	428	1:03:03	454	男子45-49歳	84
414	1321	佐藤 廉也	ｻﾄｳ ﾚﾝﾔ	48	男	2:34:35	0:07:47	458	0:02:33	349	1:17:08	319	1:27:28	339	0:02:45	231	1:04:22	477	男子45-49歳	85
415	1270	小杉 隆造	ｺｽｷﾞ ﾘｭｳｿﾞｳ	25	男	2:34:37	0:07:26	380	0:02:06	170	1:22:25	490	1:31:57	463	0:03:21	403	0:59:19	364	男子25-29歳	24
416	1400	竹内 智則	ﾀｹｳﾁ ﾄﾓﾉﾘ	50	男	2:34:53	0:07:37	416	0:03:13	542	1:21:01	458	1:31:51	462	0:03:15	365	0:59:47	379	男子50-54歳	59
417	1523	野地 彰	ﾉｼﾞ ｱｷﾗ	29	男	2:34:58	0:07:48	463	0:03:14	545	1:18:31	376	1:29:33	404	0:04:37	606	1:00:48	401	男子25-29歳	25
418	1257	小泉 邦明	ｺｲｽﾞﾐ ｸﾆｱｷ	61	男	2:34:58	0:07:39	427	0:02:54	463	1:17:50	355	1:28:23	370	0:03:26	435	1:03:09	455	男子60-64歳	8
419	1231	君崎 雄平	ｷﾐｻﾞｷ ﾕｳﾍｲ	31	男	2:35:01	0:07:21	355	0:02:25	286	1:21:57	477	1:31:43	460	0:02:47	242	1:00:31	392	男子30-34歳	40
420	1787	Kawashima Sei	ｶﾜｼﾏ ｾｲ	21	男	2:35:34	0:06:16	113	0:02:24	282	1:19:47	418	1:28:27	373	0:02:38	201	1:04:29	481	男子24歳以下	54
421	1598	堀内 成吾	ﾎﾘｳﾁ ｾｲｺﾞ	54	男	2:35:35	0:08:01	516	0:02:22	265	1:19:08	396	1:29:31	403	0:03:15	365	1:02:49	448	男子50-54歳	60
422	1350	杉山 龍之介	ｽｷﾞﾔﾏ ﾘｭｳﾉｽｹ	31	男	2:36:01	0:07:39	424	0:03:10	533	1:23:39	507	1:34:28	515	0:03:12	352	0:58:21	339	男子30-34歳	41
423	1414	立崎 和彦	ﾀﾂｻﾞｷ ｶｽﾞﾋｺ	60	男	2:36:08	0:07:52	485	0:03:45	625	1:20:39	449	1:32:16	470	0:04:17	580	0:59:35	371	男子60-64歳	9
424	1112	魚津 悠介	ｳｵﾂﾞ ﾕｳｽｹ	40	男	2:36:08	0:06:43	200	0:01:51	92	1:20:44	451	1:29:18	393	0:02:50	260	1:04:00	474	男子40-44歳	68
425	1608	前田 雄哉	ﾏｴﾀﾞ ﾕｳﾔ	32	男	2:36:10	0:07:04	291	0:02:04	161	1:13:59	210	1:23:07	212	0:02:46	237	1:10:17	554	男子30-34歳	42
426	1019	安達 尚悟	ｱﾀﾞﾁ ｼｮｳｺﾞ	47	男	2:36:13	0:07:03	287	0:03:24	585	1:20:43	450	1:31:10	447	0:05:34	654	0:59:29	369	男子45-49歳	86
427	1493	中村 浩一	ﾅｶﾑﾗ ｺｳｲﾁ	61	男	2:36:20	0:08:04	522	0:02:32	335	1:14:28	232	1:25:04	257	0:04:01	546	1:07:15	515	男子60-64歳	10
428	1362	鈴木 穂高	ｽｽﾞｷ ﾎﾀｶ	45	男	2:36:22	0:07:00	271	0:02:09	188	1:19:06	395	1:28:15	365	0:02:41	211	1:05:26	491	男子45-49歳	87
429	1673	諸澤 秀夫	ﾓﾛｻﾜ ﾋﾃﾞｵ	70	男	2:36:31	0:07:46	457	0:02:49	435	1:22:32	496	1:33:07	486	0:04:16	574	0:59:08	360	男子65歳以上	1
430	1494	中村 拓也	ﾅｶﾑﾗ ﾀｸﾔ	44	男	2:36:32	0:08:13	551	0:02:30	322	1:22:25	490	1:33:08	488	0:02:45	231	1:00:39	397	男子40-44歳	69
431	1285	小山 祥平	ｺﾔﾏ ｼｮｳﾍｲ	32	男	2:36:34	0:07:31	397	0:02:05	166	1:27:04	572	1:36:40	546	0:02:14	102	0:57:40	314	男子30-34歳	43
432	1483	永田 善郎	ﾅｶﾞﾀ ﾖｼﾛｳ	55	男	2:36:48	0:08:28	583	0:02:59	496	1:17:52	357	1:29:19	394	0:03:55	527	1:03:34	461	男子55-59歳	39
433	1225	木月 浩平	ｷﾂﾞｷ ｺｳﾍｲ	38	男	2:36:57	0:08:39	599	0:03:07	523	1:18:14	370	1:30:00	413	0:03:37	475	1:03:20	457	男子35-39歳	45
434	1067	一矢 好彦	ｲﾁﾔ ﾖｼﾋｺ	55	男	2:37:02	0:07:32	401	0:02:33	349	1:17:38	347	1:27:43	344	0:03:39	484	1:05:40	496	男子55-59歳	40
435	1516	西村 顕吉	ﾆｼﾑﾗ ｹﾝｷﾁ	35	男	2:37:04	0:08:02	518	0:02:53	460	1:20:29	443	1:31:24	454	0:03:19	391	1:02:21	436	男子35-39歳	46
436	1419	田中 貴之	ﾀﾅｶ ﾀｶﾕｷ	53	男	2:37:12	0:09:50	665	0:03:22	575	1:14:43	246	1:27:55	353	0:04:50	623	1:04:27	479	男子50-54歳	61
437	1292	酒井 啓充	ｻｶｲ ﾋﾛﾐﾂ	56	男	2:37:16	0:07:50	477	0:02:54	463	1:18:35	377	1:29:19	395	0:03:13	356	1:04:44	483	男子55-59歳	41
438	1802	村上 寛	ﾑﾗｶﾐ ﾕﾀｶ	39	男	2:37:25	0:06:44	205	0:03:41	619	1:19:31	409	1:29:56	412	0:05:16	640	1:02:13	431	男子35-39歳	47
439	1809	YOSHIHARA TATS	ﾖｼﾊﾗ ﾀﾂｷ	26	男	2:37:30	0:07:55	496	0:01:43	66	1:23:41	508	1:33:19	497	0:02:02	71	1:02:09	430	男子25-29歳	26
440	1577	藤井 知之	ﾌｼﾞｲ ﾄﾓﾕｷ	24	男	2:37:53	0:07:19	346	0:03:25	589	1:22:17	484	1:33:01	482	0:04:02	549	1:00:50	403	男子24歳以下	55
441	1429	田上 裕起	ﾀﾉｳｴ ﾕｳｷ	41	男	2:37:57	0:07:20	350	0:02:18	242	1:19:02	392	1:28:40	375	0:02:53	276	1:06:24	503	男子40-44歳	70
442	1097	岩佐 直樹	ｲﾜｻ ﾅｵｷ	55	男	2:37:58	0:08:22	572	0:02:53	460	1:21:52	474	1:33:07	487	0:04:19	584	1:00:32	394	男子55-59歳	42
443	1711	吉田 雅幸	ﾖｼﾀﾞ ﾏｻﾕｷ	46	男	2:38:05	0:07:23	362	0:03:07	523	1:21:36	471	1:32:06	466	0:04:05	556	1:01:54	422	男子45-49歳	88
444	1297	坂本 宏明	ｻｶﾓﾄ ﾋﾛｱｷ	41	男	2:38:18	0:07:51	483	0:02:45	418	1:22:39	499	1:33:15	494	0:03:47	507	1:01:16	414	男子40-44歳	71
445	1646	宮川 雄志	ﾐﾔｶﾜ ﾕｳｼﾞ	47	男	2:38:22	0:08:48	617	0:03:26	592	1:10:26	124	1:22:40	200	0:05:23	644	1:10:19	556	男子45-49歳	89
446	1594	細川 篤史	ﾎｿｶﾜ ｱﾂｼ	43	男	2:38:24	0:07:03	289	0:02:42	399	1:20:07	432	1:29:52	409	0:03:38	482	1:04:54	487	男子40-44歳	72
447	1251	倉島 一吉	ｸﾗｼﾏ ｶｽﾞﾖｼ	49	男	2:38:35	0:07:28	390	0:03:40	616	1:29:22	604	1:40:30	596	0:03:48	510	0:54:17	225	男子45-49歳	90
448	1706	横溝 務	ﾖｺﾐｿﾞ ﾂﾄﾑ	56	男	2:38:45	0:07:48	465	0:02:20	254	1:25:33	547	1:35:41	540	0:02:46	237	1:00:18	388	男子55-59歳	43
449	1639	三本 忠之	ﾐﾂﾓﾄ ﾀﾀﾞﾕｷ	49	男	2:38:47	0:08:23	573	0:02:15	227	1:21:07	462	1:31:45	461	0:02:42	217	1:04:20	476	男子45-49歳	91
450	1070	伊藤 剣太	ｲﾄｳ ｹﾝﾀ	48	男	2:38:53	0:08:09	538	0:02:32	335	1:16:37	298	1:27:18	336	0:03:14	360	1:08:21	523	男子45-49歳	92
451	1652	宮澤 智昭	ﾐﾔｻﾞﾜ ﾄﾓｱｷ	47	男	2:38:56	0:07:23	365	0:02:28	311	1:14:09	218	1:24:00	227	0:04:04	553	1:10:52	564	男子45-49歳	93
452	1717	吉行 慶一郎	ﾖｼﾕｷ ｹｲｲﾁﾛｳ	36	男	2:39:01	0:07:24	368	0:02:45	418	1:24:30	526	1:34:39	519	0:03:25	428	1:00:57	407	男子35-39歳	48
453	1766	冨永 悟司	ﾄﾐﾅｶﾞ ｻﾄｼ	45	男	2:39:03	0:07:38	423	0:02:57	483	1:19:17	400	1:29:52	409	0:03:29	447	1:05:42	497	男子45-49歳	94
454	1647	三宅 謙志	ﾐﾔｹ ｹﾝｼﾞ	53	男	2:39:13	0:07:30	394	0:03:07	523	1:25:18	539	1:35:55	542	0:03:50	514	0:59:28	368	男子50-54歳	62
455	1533	橋本 拓	ﾊｼﾓﾄ ﾀｸ	52	男	2:39:17	0:07:40	430	0:02:58	489	1:24:42	530	1:35:20	532	0:03:16	377	1:00:41	398	男子50-54歳	63
456	1207	河合 洋次郎	ｶﾜｲ ﾖｳｼﾞﾛｳ	53	男	2:39:30	0:07:42	438	0:03:25	589	1:16:39	301	1:27:46	347	0:04:11	564	1:07:33	519	男子50-54歳	64
457	1404	竹中 信幸	ﾀｹﾅｶ ﾉﾌﾞﾕｷ	34	男	2:39:31	0:07:48	467	0:02:30	322	1:22:22	488	1:32:40	477	0:03:02	315	1:03:49	467	男子30-34歳	44
458	1137	大平 衛	ｵｵﾀﾞｲﾗ ﾏﾓﾙ	56	男	2:39:33	0:07:25	369	0:02:34	360	1:23:18	503	1:33:17	496	0:03:18	385	1:02:58	452	男子55-59歳	44
459	1002	青砥 健太郎	ｱｵﾄ ｹﾝﾀﾛｳ	49	男	2:39:34	0:08:13	551	0:02:59	496	1:15:25	262	1:26:37	306	0:04:29	597	1:08:28	525	男子45-49歳	95
460	1534	長谷 健一	ﾊｾ ｹﾝｲﾁ	51	男	2:39:41	0:08:03	521	0:04:10	653	1:19:47	418	1:32:00	464	0:05:08	639	1:02:33	440	男子50-54歳	65
461	1681	矢田部 剛良	ﾔﾀﾍﾞ ﾀｹﾖｼ	43	男	2:39:44	0:08:15	556	0:02:05	166	1:20:11	436	1:30:31	433	0:03:36	467	1:05:37	494	男子40-44歳	73
462	1254	黒田 康正	ｸﾛﾀﾞ ﾔｽﾏｻ	36	男	2:39:46	0:07:25	370	0:02:37	383	1:24:32	527	1:34:34	517	0:03:05	330	1:02:07	429	男子35-39歳	49
463	1210	河瀬 賢介	ｶﾜｾ ｹﾝｽｹ	40	男	2:39:47	0:07:50	478	0:03:14	545	1:20:01	431	1:31:05	445	0:03:07	333	1:05:35	493	男子40-44歳	74
464	1364	鈴木 基則	ｽｽﾞｷ ﾓﾄﾉﾘ	57	男	2:40:01	0:07:57	502	0:03:22	575	1:22:25	490	1:33:44	506	0:03:31	453	1:02:46	447	男子55-59歳	45
465	1573	福永 真一郎	ﾌｸﾅｶﾞ ｼﾝｲﾁﾛｳ	46	男	2:40:03	0:07:27	382	0:02:47	427	1:14:20	225	1:24:34	244	0:03:36	467	1:11:53	572	男子45-49歳	96
466	1003	青柳 宏幸	ｱｵﾔｷﾞ ﾋﾛﾕｷ	52	男	2:40:07	0:07:23	362	0:03:36	607	1:19:25	406	1:30:24	430	0:04:12	566	1:05:31	492	男子50-54歳	66
